TransactionAmt,card1,card2,card3,card5,addr1,addr2,dist1,dist2,ProductCD_C,ProductCD_W,card4_0,card4_american express,card4_discover,card4_mastercard,card4_visa,card6_0,card6_charge card,card6_credit,card6_debit,card6_debit or credit,target
-0.3889580835164194,0.565744728088762,0.6747193610884926,-0.3754138191681021,0.670600902485801,0.3058282196607373,0.5396090645423753,-0.11829273504168922,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.20309446390143227,0.5515185871355125,0.845979417604954,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,-0.2006889096142089,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.41755248653410976,-1.188194128277812,0.845979417604954,-0.3754138191681021,-0.6255334470624427,0.5579700109924982,0.5396090645423753,-0.20853616433540126,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.09586545258509353,-1.7865167521376681,1.2435474059467393,-0.3754138191681021,0.670600902485801,1.0688889039542244,0.5396090645423753,-0.157529008647651,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.285303372577292,0.5603841532368129,-0.18769735208368787,-0.3754138191681021,0.670600902485801,1.427195660057253,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.4675926918150678,1.3009681866291645,-0.9033197310989014,1.6557259316571502,-1.2303961435182897,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,0.1257126382784976,1,0,0,0,0,0,1,0,0,0,1,0,0
-0.32104637634940486,-0.7529566854907145,0.845979417604954,-0.3754138191681021,0.670600902485801,1.0688889039542244,0.5396090645423753,-0.20461253697480508,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.44972118992901133,0.15298046448868197,-0.9033197310989014,1.6557259316571502,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,0.1589414330055883,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.3925323838936307,-1.0514994695531101,1.2435474059467393,-0.3754138191681021,0.670600902485801,0.3058282196607373,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.3067491748405597,-0.7401737762283743,-0.9644840369976376,-0.3754138191681021,-1.684043165860175,-0.29798501747584816,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.3925323838936307,0.6766673923329394,-0.8360389946102916,-0.3754138191681021,0.670600902485801,-0.2316319144938058,0.5396090645423753,-0.20853616433540126,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.36751228125315166,0.6212060602108507,-0.18769735208368787,-0.3754138191681021,0.670600902485801,0.2527457372751034,0.5396090645423753,-0.14575812656586246,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.2710061710684468,0.6766673923329394,-0.8360389946102916,-0.3754138191681021,0.670600902485801,0.16648670339844834,0.5396090645423753,-0.10652185295990069,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.2924519733317145,1.6294064842889684,-0.3161423944710339,-0.3754138191681021,-0.6255334470624427,1.7191493131782392,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.4032552850252646,0.05360365377177958,0.9071437235036901,1.6557259316571502,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,1.0827019264187103,1,0,0,0,0,1,0,0,0,1,0,0,1
-0.4532954903062226,1.1197395214421162,0.1425898997694876,1.6557259316571502,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,1,0,0,0,0,1,0,0
1.0943765730262665,-1.429419996615521,0.9805408905821735,-0.3754138191681021,-0.6255334470624427,-0.29798501747584816,0.5396090645423753,-0.20853616433540126,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.37108658163036295,0.6212060602108507,-0.18769735208368787,-0.3754138191681021,0.670600902485801,0.2527457372751034,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
0.07212666514383714,0.5490444756653822,1.2435474059467393,-0.3754138191681021,0.670600902485801,0.48498159771225163,0.5396090645423753,-0.17714714545063187,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.4354239884201662,1.2492180217122713,1.182383100048003,1.6557259316571502,-1.2303961435182897,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,0,1,0,0
-0.11373695447115,1.5178652921772584,-0.18769735208368787,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,1.223587822282203,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.4425725891745888,-1.4479758326414987,-1.539428512445758,-0.3754138191681021,0.670600902485801,1.427195660057253,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
0.5046170107864034,0.5515185871355125,0.845979417604954,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,-0.20461253697480508,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
2.8886753623863344,-1.3384964000882307,1.4148074624632005,-0.3754138191681021,0.670600902485801,1.4736428321446828,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,1
-0.4640183914378565,1.0797413860083422,-2.15107157143312,-0.3754138191681021,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,0.27856509402311486,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.37466088200757425,-0.3645211846802496,-1.08681264879511,-0.3754138191681021,0.670600902485801,0.690676216956583,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.22096596578748873,0.6403804241043609,0.05695987151125692,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.2996005740861371,-0.06721545635291919,-0.18769735208368787,-0.3754138191681021,0.670600902485801,0.3058282196607373,0.5396090645423753,-0.19284165489301655,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.1101626540939387,-0.4779179603945573,-0.18769735208368787,-0.3754138191681021,0.670600902485801,0.5579700109924982,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.3389178782354613,-0.03979405422564113,-1.3559355947495493,1.6557259316571502,-1.2303961435182897,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,0.3250854066410419,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.1101626540939387,-1.4479758326414987,-1.539428512445758,-0.3754138191681021,0.670600902485801,0.776935250833238,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.3603636804987291,1.2492180217122713,1.182383100048003,1.6557259316571502,-1.2303961435182897,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.013848299575283425,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.3889580835164194,0.9203673721407789,0.9805408905821735,-0.3754138191681021,0.670600902485801,-0.006031364354861778,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.285303372577292,1.1665414634187488,0.40559641513405326,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.07799395069903708,-0.4779179603945573,-0.18769735208368787,-0.3754138191681021,0.670600902485801,1.340936626180598,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.33176927748103874,1.3255031253746237,0.7236508058074815,-0.3754138191681021,-1.2519983826774272,-0.6828330147716938,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.285303372577292,1.7124953944941792,1.3169445730252227,-0.3754138191681021,-1.684043165860175,-0.14537288061715073,0.5396090645423753,-0.1849944001718242,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.13160845635720644,-0.7537813893140913,-1.08681264879511,-0.3754138191681021,0.670600902485801,0.5911465624835194,0.5396090645423753,0.16028480756063931,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.32104637634940486,-1.1762359228388486,0.05695987151125692,-0.3754138191681021,0.670600902485801,0.6508643551673575,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,0
2.770723449938362,-0.3826646687945388,0.845979417604954,-0.3754138191681021,0.670600902485801,1.2878541437949642,0.5396090645423753,-0.20461253697480508,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.285303372577292,1.1694279268005674,1.2435474059467393,-0.3754138191681021,0.0009314885525417369,-0.6828330147716938,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
0.5725287179534179,1.73661798132795,0.0508434409213833,-0.3754138191681021,-1.4896230134279385,-0.14537288061715073,0.5396090645423753,-0.16145263600824716,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,1
-0.4068295854024759,-0.08783305193733876,-1.4721477759571482,-0.3754138191681021,0.6273964241675262,0.5911465624835194,0.5396090645423753,-0.20461253697480508,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.1887972623925871,-1.2465419237817192,1.2435474059467393,1.6557259316571502,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.32104637634940486,-1.111290496747927,-1.08681264879511,-0.3754138191681021,0.670600902485801,1.427195660057253,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.32819497710382745,0.1958650633042747,0.9805408905821735,-0.3754138191681021,-0.6255334470624427,1.2878541437949642,0.5396090645423753,-0.13398724448407393,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.41040388577968717,-1.392308324563566,-0.7809911193014291,-2.928846648776991,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.2924519733317145,-0.7758422165894202,1.2435474059467393,-0.3754138191681021,0.670600902485801,0.3058282196607373,0.5396090645423753,-0.14968175392645863,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.2924519733317145,-0.6795580452101808,-0.8910868699191542,-0.3754138191681021,-0.6255334470624427,-0.2316319144938058,0.5396090645423753,-0.17714714545063187,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.3389178782354613,-0.03010378430096393,-1.4721477759571482,-0.3754138191681021,0.670600902485801,-0.5501268088076091,0.5396090645423753,-0.19284165489301655,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.1101626540939387,1.4549816256447787,-1.4721477759571482,-0.3754138191681021,0.670600902485801,1.6594315204944012,0.5396090645423753,-0.19676528225361273,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.3889580835164194,0.2639031287328593,-1.539428512445758,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,-0.06336195199334274,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.3567893801215178,-1.3879786294908376,-0.4629367286280008,-0.3754138191681021,0.670600902485801,-0.2316319144938058,0.5396090645423753,-0.18891802753242037,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.09943975296230483,0.2639031287328593,-1.539428512445758,-0.3754138191681021,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.2996005740861371,-1.6184833481246486,1.182383100048003,1.6557259316571502,-2.008076753247236,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,1,0,0,1
2.198835389584555,0.8453193242134915,-0.15099876854444616,-0.3754138191681021,-1.1439871868817402,-0.6828330147716938,0.5396090645423753,-0.20853616433540126,-0.12682620164739186,0,1,0,0,1,0,0,0,0,1,0,0,1
0.05782946363499199,-0.4620424117945542,1.231314544766992,-0.3754138191681021,0.670600902485801,0.5579700109924982,0.5396090645423753,-0.14968175392645863,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,0
1.2909630937728875,-1.6529147327506293,1.2435474059467393,-0.3754138191681021,0.670600902485801,-0.2117259835991931,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
0.11501826967037264,-0.4620424117945542,1.231314544766992,-0.3754138191681021,0.670600902485801,0.3058282196607373,0.5396090645423753,-0.09082734351751598,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,1
0.007789258354033909,1.5805427827538938,-0.30390953329128667,-0.3754138191681021,0.670600902485801,1.0688889039542244,0.5396090645423753,-0.19284165489301655,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.2888776729545033,-1.3634436907453784,0.6563700693188717,1.6557259316571502,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,5.249592785195886,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.16735146012931937,-0.9350100545011394,0.5523907492910202,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.36751228125315166,-0.22081654345684507,0.9071437235036901,1.6557259316571502,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,1,0,0,0,1,0,0,0
6.187754610552356,-0.7849139586465649,1.4148074624632005,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,1.6512632045871862,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.4425725891745888,0.8259387843641371,0.1425898997694876,1.6557259316571502,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,1,0,0,0,0,1,0,0
-0.32819497710382745,0.5896611389666887,-0.8360389946102916,-0.3754138191681021,0.670600902485801,1.8054083470548943,0.5396090645423753,1.4707763459997623,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.4068295854024759,0.5603841532368129,-0.18769735208368787,-0.3754138191681021,0.670600902485801,1.427195660057253,0.5396090645423753,-0.11044548032049686,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.11373695447115,-0.44575451128286275,0.845979417604954,-0.3754138191681021,0.670600902485801,0.2527457372751034,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.285303372577292,0.751096912392694,-1.4048670394685383,-0.3754138191681021,-2.0512812315655107,-0.2316319144938058,0.5396090645423753,-0.20853616433540126,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.2745804714456581,0.2834898445380579,-1.521079220676137,1.6557259316571502,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.06701437113862857,1,0,0,0,0,0,1,0,0,0,1,0,0
0.11501826967037264,-1.01562485323622,-0.18769735208368787,-0.3754138191681021,-0.6255334470624427,-0.6894683250698981,0.5396090645423753,0.6585854823563537,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,1
-0.3138977755949823,0.9174809087589602,-1.0684633570254891,1.6557259316571502,-1.2519983826774272,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,1,0,0,0,1,0,0,1
0.018512159485667784,-1.0972705317505216,0.9071437235036901,1.6557259316571502,0.5193852283718392,-0.6363858426842641,-0.20976008057044768,-0.21245979169599744,-0.08030588902946487,1,0,0,0,0,1,0,0,0,1,0,0,1
-0.396106684270842,0.15298046448868197,-0.9033197310989014,1.6557259316571502,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,3.388780280478806,1,0,0,0,0,0,1,0,0,1,0,0,1
0.6189946228571647,-1.2380887095921074,-1.4721477759571482,-0.3754138191681021,0.5193852283718392,-0.6629270838770811,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.11373695447115,-0.6671874878595291,-1.4782642065470217,-0.3754138191681021,-1.2303961435182897,0.48498159771225163,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.32819497710382745,-1.4865307363843634,-2.15107157143312,-0.3754138191681021,-2.008076753247236,-0.2780790865812354,0.5396090645423753,-0.13006361712347775,-0.12682620164739186,0,1,0,0,1,0,0,0,0,1,0,0,0
-0.11373695447115,0.7597563025381503,-1.4721477759571482,-0.3754138191681021,-0.6255334470624427,-0.2780790865812354,0.5396090645423753,-0.17714714545063187,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.2924519733317145,0.047624551052297896,-0.7748746887115554,-0.3754138191681021,0.6273964241675262,1.427195660057253,0.5396090645423753,-0.1536053812870548,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,0
0.04353226212614682,-0.26761848543347755,-0.8360389946102916,-0.3754138191681021,0.670600902485801,-0.2316319144938058,0.5396090645423753,-0.17714714545063187,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.4604440910606452,0.5269836483900532,1.3108281424353492,-0.3754138191681021,0.670600902485801,1.3741131776716191,0.5396090645423753,-0.1536053812870548,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0943765730262665,-0.9599573451582871,-1.0256483428963739,-0.3754138191681021,0.670600902485801,0.6574996654655618,0.5396090645423753,0.01511059521858078,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.3925323838936307,-1.5607540804882738,1.182383100048003,1.6557259316571502,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.285303372577292,0.04061456855359524,-1.4721477759571482,-0.3754138191681021,0.670600902485801,0.6574996654655618,0.5396090645423753,-0.20853616433540126,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.07799395069903708,1.5452866943045365,-1.4721477759571482,-0.3754138191681021,0.670600902485801,1.6328902793015845,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.285303372577292,-0.14721172722046716,-0.6219639239647149,-0.3754138191681021,0.670600902485801,1.427195660057253,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.4032552850252646,1.7368241572837944,1.182383100048003,1.6557259316571502,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.3889580835164194,0.5935784821277285,-0.32837525565078113,-0.3754138191681021,0.670600902485801,-0.2316319144938058,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.08514255145345966,1.0803599138758748,-1.1112783711546046,-0.3754138191681021,-2.008076753247236,0.6574996654655618,0.5396090645423753,0.39962607655700605,-0.12682620164739186,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.13875705711162903,0.9943845402888452,1.2007323918176238,-0.3754138191681021,0.670600902485801,1.427195660057253,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,1
0.7012035315330244,-0.7849139586465649,1.4148074624632005,-0.3754138191681021,0.670600902485801,0.6574996654655618,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,1
-0.3138977755949823,-0.03979405422564113,-1.3559355947495493,1.6557259316571502,-1.2303961435182897,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,0.07254656671515244,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.42827538766574363,0.9912919009511822,0.0814255938707514,-0.3754138191681021,0.670600902485801,-0.13873757031894648,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.22096596578748873,-1.6805423108337516,-1.08681264879511,-0.3754138191681021,0.670600902485801,0.690676216956583,0.5396090645423753,-0.1379108718446701,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
2.7921692522016297,0.16287691036920338,1.4148074624632005,-0.3754138191681021,0.670600902485801,-0.5501268088076091,0.5396090645423753,-0.2006889096142089,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.37466088200757425,-0.164942859423068,1.182383100048003,1.6557259316571502,-1.2519983826774272,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.08030588902946487,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.41040388577968717,0.5515185871355125,0.845979417604954,-0.3754138191681021,0.670600902485801,-0.14537288061715073,0.5396090645423753,-0.20461253697480508,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.22096596578748873,-0.0715451514256473,1.2863624200758546,-0.3754138191681021,-2.008076753247236,0.2527457372751034,0.5396090645423753,-0.20853616433540126,-0.12682620164739186,0,1,0,0,0,1,0,0,0,1,0,0,0
1.0943765730262665,-0.7849139586465649,1.4148074624632005,-0.3754138191681021,0.670600902485801,0.5446993903960897,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,0,1,0,0,1,0,0,1
-0.3925323838936307,0.5449209565484983,0.0508434409213833,-0.3754138191681021,-1.4896230134279385,0.3058282196607373,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,1
-0.4675926918150678,1.2492180217122713,1.182383100048003,1.6557259316571502,-1.2303961435182897,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.07799395069903708,1.0803599138758748,-1.1112783711546046,-0.3754138191681021,-2.008076753247236,1.6328902793015845,0.5396090645423753,0.8233778315013931,-0.12682620164739186,0,1,0,0,0,1,0,0,0,1,0,0,1
0.2508416840044017,0.9024300639823338,-0.39565599213939096,-0.3754138191681021,-2.008076753247236,0.48498159771225163,0.5396090645423753,-0.20461253697480508,-0.12682620164739186,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.4318496880429549,1.2925149724395524,0.9071437235036901,1.6557259316571502,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,1.9798793840501598,1,0,0,0,0,1,0,0,0,1,0,0,1
1.0479106681225197,0.5515185871355125,0.845979417604954,-0.3754138191681021,0.670600902485801,-0.29798501747584816,0.5396090645423753,-0.19284165489301655,-0.12682620164739186,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.3925323838936307,-1.106136097851822,0.1425898997694876,1.6557259316571502,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.36393798087594037,-1.7075513610493411,1.2435474059467393,3.222605168008059,0.670600902485801,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,0,1,0,0,0,1,0,0
-0.3567893801215178,-1.49374689483891,-0.9339018840482696,-0.3754138191681021,0.1521471626665035,0.6574996654655618,0.5396090645423753,-0.21245979169599744,-0.12682620164739186,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.44614688955180004,-0.8275923815063134,0.3444321092353171,1.6557259316571502,0.6273964241675262,-1.4989761814508147,-1.8750248474878322,-0.21245979169599744,-0.12682620164739186,1,0,0,0,0,1,0,0,0,0,1,0,0
